               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   5,            0.061276,            0.013636,           0.0069504,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080754,           0.0080754,           0.0080754
                   6,            0.059751,            0.013062,            0.006359,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077692,           0.0077692,           0.0077692
                   7,            0.057111,            0.012605,            0.005308,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074631,           0.0074631,           0.0074631
                   8,            0.055657,            0.012498,           0.0051964,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071569,           0.0071569,           0.0071569
                   9,            0.055271,            0.012236,           0.0045415,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068508,           0.0068508,           0.0068508
                  10,            0.053286,              0.0122,           0.0046239,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065446,           0.0065446,           0.0065446
                  11,            0.052596,             0.01191,           0.0041459,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062384,           0.0062384,           0.0062384
                  12,            0.052112,            0.011701,           0.0037653,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059323,           0.0059323,           0.0059323
                  13,            0.051278,            0.011889,           0.0038651,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056261,           0.0056261,           0.0056261
                  14,            0.050631,            0.011246,           0.0035712,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00532,             0.00532,             0.00532
                  15,            0.049953,            0.011281,           0.0036688,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050138,           0.0050138,           0.0050138
                  16,             0.04929,            0.011169,           0.0036039,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047077,           0.0047077,           0.0047077
                  17,            0.048588,            0.010955,           0.0032089,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044015,           0.0044015,           0.0044015
                  18,            0.048223,            0.010889,           0.0034542,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040953,           0.0040953,           0.0040953
                  19,            0.047462,            0.010968,           0.0030202,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037892,           0.0037892,           0.0037892
                  20,             0.04725,            0.011238,           0.0030155,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003483,            0.003483,            0.003483
                  21,            0.046357,            0.010713,           0.0030096,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031769,           0.0031769,           0.0031769
                  22,            0.046365,             0.01087,           0.0028805,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028707,           0.0028707,           0.0028707
                  23,            0.045247,            0.010736,           0.0028211,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025646,           0.0025646,           0.0025646
                  24,            0.045091,            0.010483,             0.00252,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022584,           0.0022584,           0.0022584
                  25,            0.044758,            0.010267,           0.0025365,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019523,           0.0019523,           0.0019523
                  26,            0.044046,            0.010544,           0.0024866,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0016461,           0.0016461,           0.0016461
                  27,            0.043128,            0.010124,           0.0023315,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013399,           0.0013399,           0.0013399
                  28,            0.043001,            0.010165,           0.0023812,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010338,           0.0010338,           0.0010338
                  29,             0.04303,             0.01041,            0.002412,             0.90057,             0.62796,             0.68958,             0.40435,            0.041714,            0.009353,           0.0020713,          0.00072763,          0.00072763,          0.00072763
                   0,            0.070577,            0.028279,            0.032273,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032245,           0.0032245,            0.063954
                   1,            0.053942,            0.023444,            0.014475,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062394,           0.0062394,            0.033435
                   2,            0.049986,            0.022319,            0.010387,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0084714,           0.0084714,           0.0084714
                   3,            0.044886,            0.022004,           0.0087779,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0084714,           0.0084714,           0.0084714
                   4,            0.041769,             0.02159,           0.0069632,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081721,           0.0081721,           0.0081721
                   5,            0.040102,            0.021118,           0.0058848,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078728,           0.0078728,           0.0078728
                   6,            0.038342,            0.020617,           0.0055317,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075735,           0.0075735,           0.0075735
                   7,            0.037336,            0.020256,            0.005014,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072741,           0.0072741,           0.0072741
                   8,              0.0361,            0.019602,           0.0045853,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069748,           0.0069748,           0.0069748
                   9,            0.034993,            0.019022,           0.0043316,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066755,           0.0066755,           0.0066755
                  10,            0.034368,            0.019197,           0.0042082,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063762,           0.0063762,           0.0063762
                  11,            0.033573,            0.018484,           0.0036576,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060769,           0.0060769,           0.0060769
                  12,            0.033242,            0.018228,           0.0039639,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057776,           0.0057776,           0.0057776
                  13,            0.033086,            0.018463,           0.0040474,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054783,           0.0054783,           0.0054783
                  14,             0.03236,             0.01783,           0.0034562,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005179,            0.005179,            0.005179
                  15,            0.031847,            0.017735,           0.0034872,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048797,           0.0048797,           0.0048797
                  16,            0.031613,            0.017655,           0.0034439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045804,           0.0045804,           0.0045804
                  17,            0.031329,            0.017575,           0.0033408,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004281,            0.004281,            0.004281
                  18,            0.030858,            0.017417,           0.0029027,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039817,           0.0039817,           0.0039817
                  19,            0.030345,            0.017492,           0.0028316,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036824,           0.0036824,           0.0036824
                  20,            0.029753,            0.017092,           0.0031072,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033831,           0.0033831,           0.0033831
                  21,             0.02928,            0.016887,           0.0028469,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030838,           0.0030838,           0.0030838
                  22,            0.029032,            0.016951,           0.0027693,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027845,           0.0027845,           0.0027845
                  23,            0.029174,            0.016995,           0.0026686,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024852,           0.0024852,           0.0024852
                  24,            0.028803,            0.016602,           0.0028108,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021859,           0.0021859,           0.0021859
                  25,            0.028812,            0.016673,           0.0026335,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018866,           0.0018866,           0.0018866
                  26,            0.028895,            0.016238,           0.0024932,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0015872,           0.0015872,           0.0015872
                  27,            0.028296,            0.016085,           0.0027935,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012879,           0.0012879,           0.0012879
                  28,            0.027828,            0.015899,           0.0024974,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          0.00098863,          0.00098863,          0.00098863
                  29,            0.027557,            0.015846,           0.0026766,             0.89481,             0.62173,              0.6836,             0.40535,            0.027436,            0.017061,           0.0023197,          0.00068932,          0.00068932,          0.00068932
                   0,              0.0881,            0.021325,            0.029738,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048551,           0.0048551,            0.062662
                   1,            0.069016,            0.017886,            0.014347,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093945,           0.0093945,            0.028689
                   2,            0.064051,            0.017556,            0.011067,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011348,            0.011348,            0.011348
                   3,            0.058741,            0.017394,           0.0089753,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011348,            0.011348,            0.011348
                   4,            0.054698,            0.017057,           0.0075607,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010947,            0.010947,            0.010947
                   5,              0.0523,            0.016581,           0.0063807,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010546,            0.010546,            0.010546
                   6,             0.05006,            0.016161,           0.0057052,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010145,            0.010145,            0.010145
                   7,              0.0482,            0.015425,           0.0055449,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097443,           0.0097443,           0.0097443
                   8,            0.047595,            0.015243,            0.005049,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093433,           0.0093433,           0.0093433
                   9,            0.046193,            0.015253,            0.004829,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0089424,           0.0089424,           0.0089424
                  10,            0.045498,            0.015072,           0.0044592,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085414,           0.0085414,           0.0085414
                  11,            0.044718,            0.014862,           0.0044366,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081405,           0.0081405,           0.0081405
                  12,            0.044084,            0.014626,           0.0042916,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077395,           0.0077395,           0.0077395
                  13,            0.043262,            0.014777,           0.0043511,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073386,           0.0073386,           0.0073386
                  14,            0.042851,            0.014452,           0.0039295,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069376,           0.0069376,           0.0069376
                  15,            0.042167,            0.014399,           0.0039727,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065367,           0.0065367,           0.0065367
                  16,            0.041642,            0.014122,           0.0034646,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061357,           0.0061357,           0.0061357
                  17,            0.040976,            0.014157,           0.0035353,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057348,           0.0057348,           0.0057348
                  18,            0.040383,            0.014109,           0.0031144,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053338,           0.0053338,           0.0053338
                  19,             0.04035,            0.014073,           0.0034079,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049329,           0.0049329,           0.0049329
                  20,            0.039933,            0.013632,           0.0032878,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004532,            0.004532,            0.004532
                  21,            0.039168,            0.013756,           0.0033093,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004131,            0.004131,            0.004131
                  22,            0.038918,            0.013867,           0.0030198,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037301,           0.0037301,           0.0037301
                  23,            0.038373,            0.013963,           0.0030883,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033291,           0.0033291,           0.0033291
                  24,            0.038013,            0.013653,           0.0027296,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029281,           0.0029281,           0.0029281
                  25,            0.038156,            0.013685,           0.0030049,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025272,           0.0025272,           0.0025272
                  26,            0.037596,            0.013413,           0.0026994,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021262,           0.0021262,           0.0021262
                  27,            0.037132,            0.013106,           0.0027141,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017253,           0.0017253,           0.0017253
                  28,            0.036385,            0.013164,           0.0027183,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013243,           0.0013243,           0.0013243
                  29,            0.036781,            0.012991,           0.0027713,             0.89352,             0.62669,             0.68406,             0.39887,            0.036451,            0.013021,           0.0025111,           0.0009234,           0.0009234,           0.0009234
                   0,            0.077718,            0.029222,            0.029637,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027029,           0.0027029,            0.087449
                   1,            0.059009,            0.024242,            0.014209,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00523,             0.00523,            0.060303
                   2,            0.054171,            0.022467,            0.010497,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075785,           0.0075785,            0.032979
                   3,            0.052075,            0.021793,           0.0079186,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093974,           0.0093974,           0.0093974
                   4,            0.049151,            0.021936,           0.0065484,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093974,           0.0093974,           0.0093974
                   5,            0.045604,            0.021819,           0.0056328,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090532,           0.0090532,           0.0090532
                   6,            0.044101,            0.020921,           0.0054415,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087091,           0.0087091,           0.0087091
                   7,            0.041811,            0.020281,           0.0045982,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083649,           0.0083649,           0.0083649
                   8,            0.040565,             0.02036,           0.0044513,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080207,           0.0080207,           0.0080207
                   9,            0.039715,            0.019586,           0.0037615,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076765,           0.0076765,           0.0076765
                  10,            0.038065,            0.019625,           0.0038992,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073323,           0.0073323,           0.0073323
                  11,            0.037993,            0.019283,           0.0037436,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069881,           0.0069881,           0.0069881
                  12,            0.036945,            0.019075,           0.0030494,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066439,           0.0066439,           0.0066439
                  13,            0.036518,            0.019311,           0.0033602,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062997,           0.0062997,           0.0062997
                  14,            0.035906,            0.018289,           0.0031161,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059555,           0.0059555,           0.0059555
                  15,             0.03534,            0.018367,           0.0032155,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056113,           0.0056113,           0.0056113
                  16,            0.034887,            0.018342,           0.0032084,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052671,           0.0052671,           0.0052671
                  17,            0.034366,            0.017948,           0.0028296,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004923,            0.004923,            0.004923
                  18,            0.034256,            0.017919,           0.0030832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045788,           0.0045788,           0.0045788
                  19,            0.033613,            0.017886,           0.0027836,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042346,           0.0042346,           0.0042346
                  20,             0.03335,            0.018369,           0.0025591,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038904,           0.0038904,           0.0038904
                  21,            0.032658,            0.017632,           0.0026622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035462,           0.0035462,           0.0035462
                  22,            0.032793,            0.017818,           0.0024661,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003202,            0.003202,            0.003202
                  23,            0.032017,            0.017589,           0.0024037,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028578,           0.0028578,           0.0028578
                  24,            0.031656,            0.017312,            0.002344,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025136,           0.0025136,           0.0025136
                  25,            0.031389,            0.016866,           0.0022823,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021694,           0.0021694,           0.0021694
                  26,             0.03106,              0.0173,           0.0022126,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018252,           0.0018252,           0.0018252
                  27,            0.030452,            0.016702,           0.0020413,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014811,           0.0014811,           0.0014811
                  28,            0.030419,            0.016948,           0.0021075,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011369,           0.0011369,           0.0011369
                  29,            0.030511,            0.017187,           0.0021777,             0.88901,             0.64288,             0.68837,             0.40689,            0.029805,            0.015427,           0.0019527,          0.00079268,          0.00079268,          0.00079268
