               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.040853,            0.014808,            0.002668,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.040683,            0.014732,           0.0026512,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.040705,             0.01473,           0.0025047,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.040728,            0.014674,           0.0025496,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.040726,            0.014472,           0.0025035,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.040394,            0.014414,           0.0024608,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.040382,            0.014751,           0.0024019,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.040314,            0.014678,           0.0025106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.039785,            0.014216,           0.0022321,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.040163,            0.014741,           0.0022114,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.039658,            0.014244,            0.002281,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.039942,            0.014254,           0.0025271,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.040126,            0.014073,           0.0024995,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.040398,            0.014541,           0.0022432,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.039737,            0.014484,            0.002288,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.039881,            0.014201,            0.002394,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.039681,            0.014319,            0.002522,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.039365,            0.014147,           0.0022858,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.039796,            0.014412,           0.0023895,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.039566,             0.01423,           0.0023351,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.039724,            0.014169,           0.0021181,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.038759,            0.014208,           0.0023108,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.039586,            0.014148,           0.0022822,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.038963,             0.01414,           0.0023068,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.038814,            0.014081,           0.0021422,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.039034,            0.014043,           0.0021295,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006997,            0.006997,            0.006997
                  93,             0.03914,            0.014175,           0.0020539,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.039459,            0.014269,           0.0022307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.039884,            0.014327,            0.002596,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.039206,            0.014407,           0.0023542,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.039621,            0.014433,           0.0021811,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.038829,            0.013919,             0.00217,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.038626,            0.013994,           0.0021301,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.038519,            0.014018,           0.0022046,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                 101,             0.03896,            0.014398,            0.002228,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.039161,            0.014322,           0.0021645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.038468,            0.013651,           0.0022135,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.038429,            0.013806,           0.0022458,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.038776,            0.013906,           0.0021259,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.038022,             0.01402,           0.0021636,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.038188,            0.013872,           0.0020466,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.038885,            0.014005,           0.0021562,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.038613,            0.013993,           0.0023106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.038441,             0.01398,           0.0020896,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.038189,            0.013796,           0.0020737,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.038523,            0.013545,           0.0020832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.038577,            0.014178,           0.0020895,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.037887,            0.013969,           0.0020353,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006271,            0.006271,            0.006271
                 115,             0.03839,            0.014002,           0.0020549,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.037824,            0.013968,           0.0020453,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.038391,            0.013841,           0.0022853,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.037939,            0.013673,           0.0020276,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.037983,            0.013874,           0.0019828,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.037981,            0.013626,           0.0020514,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.038176,            0.013931,           0.0021389,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.038267,            0.014203,           0.0019011,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.037687,            0.013807,           0.0020662,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.038026,            0.013875,            0.001897,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.037605,            0.013574,           0.0018391,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005908,            0.005908,            0.005908
                 126,             0.03727,            0.013441,           0.0019166,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.037527,              0.0137,           0.0020042,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.037228,            0.013424,           0.0019727,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005809,            0.005809,            0.005809
                 129,             0.03734,            0.013821,           0.0019275,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.037059,            0.013565,           0.0019957,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.037183,            0.013856,           0.0019114,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.037377,            0.013757,           0.0022014,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.037362,            0.013552,             0.00192,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.037412,            0.013196,           0.0018535,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.036912,             0.01349,           0.0019038,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.037127,             0.01371,           0.0018619,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.037141,            0.013616,           0.0020911,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.037091,            0.013578,           0.0019322,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.037325,            0.013913,           0.0020522,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.037201,            0.013482,           0.0020386,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.037184,            0.013887,           0.0020446,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.037402,            0.013504,           0.0018626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.036929,            0.013559,           0.0017615,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005314,            0.005314,            0.005314
                 144,             0.03677,            0.013279,           0.0018552,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.037203,            0.013694,           0.0020889,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.036686,            0.013202,           0.0018526,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.037084,            0.013645,           0.0019761,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.037461,            0.013853,           0.0019643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.036899,            0.013469,           0.0020142,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.037387,            0.013846,           0.0019722,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.036773,            0.013407,           0.0019933,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.036358,             0.01335,           0.0018124,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.036239,            0.013071,           0.0017834,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.036252,            0.013498,           0.0017962,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 155,             0.03639,             0.01338,            0.001784,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.036644,            0.013485,           0.0017504,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.036642,            0.013496,           0.0017584,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                 158,             0.03652,            0.013654,           0.0018325,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.036318,            0.013666,           0.0019934,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.035571,            0.013412,           0.0017576,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.036265,            0.013378,           0.0017832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.036134,            0.013162,           0.0017143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.035932,            0.013522,           0.0016566,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.036442,            0.013256,            0.001717,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.035936,            0.013277,           0.0016761,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.036052,            0.013171,           0.0017632,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.036484,             0.01328,           0.0018224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.036477,            0.013245,           0.0017594,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.036031,            0.013422,           0.0017199,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.036035,            0.013033,           0.0017068,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.036314,            0.013238,           0.0018033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.035915,            0.013207,           0.0017212,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.036062,            0.013386,            0.001836,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.035704,             0.01318,           0.0017304,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.035636,            0.013499,           0.0017024,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                 176,             0.03549,            0.013131,           0.0016107,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.036061,            0.013239,           0.0018382,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.035809,            0.012868,           0.0017213,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.035559,            0.013387,           0.0017806,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.035236,            0.012899,           0.0016334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004093,            0.004093,            0.004093
                 181,              0.0353,            0.013086,           0.0016553,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.035643,            0.013008,           0.0016377,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004027,            0.004027,            0.004027
                 183,             0.03576,            0.012968,           0.0017451,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.035166,            0.012998,           0.0016464,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.035572,            0.012952,           0.0015725,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.035794,            0.013172,           0.0017536,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.035032,            0.012796,           0.0016926,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.035478,            0.013104,           0.0015876,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.035228,            0.012852,           0.0017933,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.034928,            0.013046,           0.0016167,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.035546,            0.013142,            0.001707,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.035271,             0.01284,           0.0016629,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.035162,            0.013051,           0.0018698,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.03492,            0.013099,           0.0015853,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.035397,             0.01299,           0.0016892,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.035281,            0.012876,            0.001746,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.035183,            0.013164,           0.0017351,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.034671,            0.012694,           0.0016001,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003499,            0.003499,            0.003499
