               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.09658,            0.065514,            0.040223,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00042,             0.00042,             0.09622
                   1,            0.082795,              0.0632,            0.041701,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0005695,           0.0005695,            0.092069
